"path","human","ground","auto","prosodic","ground_wer","ground_cer","auto_wer","auto_cer","prosodic_wer","prosodic_cer"
"SP_DID_234_seg_1042.36_1043.96.wav","mas tenho assistido filmes bons","mas eu tenho assistido filmes bons","mas tem filmes bons","mas tenho nem com vinhos",0.2000,0.0968,0.4000,0.4194,0.6000,0.5484
"SP_DID_234_seg_356.96_364.97.wav","agora o o essas outras peças que eu tenho assistido eu não acho que o público se manifestasse assim aplaudindo muito","agora o o essas outras peças que eu tenha assistido eu não acho que o público se manifestasse assim aplaudindo muito","agora ou essas outras peças de se lhe gostam de os outros deles","agora com essas outras peças que eu tenho e aí me aljeciou e por bem agora mesmo",0.0476,0.0086,0.8095,0.6121,0.6667,0.5172
"SP_DID_234_seg_1855.80_1862.95.wav","entramos a a eu acho que ah o os cinemas são","entramos ah ah eu acho que o o cinemas são","entrando já eu acho que eu ouço alguma lição","entramos ah eu acho que a oce e são",0.3636,0.1364,0.7273,0.4318,0.5455,0.2727
"SP_DID_234_seg_45.59_47.03.wav","eu tenho ido bastante","eu tenho ido bastante","eu tenho ido bastante","eu tenho ido bastante",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_903.29_908.15.wav","aquelas cenas que eles mudam rapidamente quer dizer é um mundo de gente a trabalhar né","aquelas cenas que eles mudam rapidamente quer dizer o mundo de gente a trabalhar né","aquelas cenas que mesmo dão rapidamente vem tezer em um rumo de gente rapacá né","aquelas cenas que eles mudam rapidamente de dizer",0.1250,0.0465,0.5000,0.2907,0.5625,0.4419
"SP_DID_234_seg_1244.12_1245.82.wav","eu disse mas que filme vazio hein","mas que filme vazio hein","eu disse nas que filme rasiam em","eu disse mas que filme vazio em",0.2857,0.2727,0.4286,0.2424,0.1429,0.0909
"SP_DID_234_seg_1332.52_1333.40.wav","sei lá mais o que","sei lá mais o quê","você vai lá só que","se ainda mais eu só que",0.2000,0.0588,0.8000,0.7059,0.8000,0.5882
"SP_DID_234_seg_877.33_877.85.wav","eu acho","eu acho","eu acho","que eu acho",0.0000,0.0000,0.0000,0.0000,0.5000,0.5714
"SP_DID_234_seg_1465.61_1466.49.wav","eu tenho uma memória","eu tenho uma memória","eu tenho uma memória","eu tenho uma memória",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_167.45_170.13.wav","dois artistas só mas a peça valeu viu","dois artistas só mas a peça valeu viu","nós artistas sonos a peça valeu viu","dois artistas somas a peça valeu",0.0000,0.0000,0.3750,0.1892,0.3750,0.1622
"SP_DID_234_seg_525.21_540.99.wav","eu acho que é tudo é um conjunto né deve ser ah maquiadores ah fundo música e eu tenho impressão que é um um conjunto de de de trabalho medonho aquilo","eu acho que é todo é um conjunto né deve ser maquiadores ah fundo música e eu tenho a impressão que um conjunto de de de trabalho me doiam aquilo","e eu acho que é tudo é um conjunto mesmo de ser e no mundo que vai para ele pensa você se","eu acho que é tudo é um conjunto né",0.2258,0.1000,0.6774,0.5867,0.7097,0.7667
"SP_DID_234_seg_265.12_265.73.wav","uma loira","uma loira","com a rua","um mais um",0.0000,0.0000,1.5000,0.7778,1.5000,0.7778
"SP_DID_234_seg_145.53_146.51.wav","é um negócio né","é um negócio né","é um negócio né","é um negócio né",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1262.65_1265.41.wav","mas aquele filme saí cansada do cinema","e mais daquele filme saí cansada do cinema","mas aquele filme saem cansada do cinema","mas aquele filme sai cansada do cinema",0.4286,0.1053,0.1429,0.0526,0.1429,0.0263
"SP_DID_234_seg_214.63_220.05.wav","não sei eu vou de vez em quando eu vou mas não vou muito a cinema prefiro o teatro","não sei eu vou de vez em quando eu vou mas não vou muito ao cinema prefiro o teatro","não sei eu vou de vez em quando eu vou mas","não se eu vou de vez em quando eu vou mas não vou não vou dança eu não vai firme",0.0526,0.0122,0.4211,0.4878,0.4211,0.3171
"SP_DID_234_seg_940.53_941.41.wav","apesar de gostar muito","apesar de gostar muito","apesar de gostar muito","apesar de gostar muito",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_2026.63_2029.07.wav","o que interessa bastante são jornais né que passam","o que interessa bastante são jornais né que passam","o que interessa bastante são joia mais meditação","o que interessar bastante são jornais re equipação",0.0000,0.0000,0.4444,0.3200,0.4444,0.2000
"SP_DID_234_seg_1459.04_1460.31.wav","dos dois cachorrinhos?","dos dois cachorrinhos","dos dois cachorrinhos","dos dois cachorrinhos",0.3333,0.0455,0.3333,0.0455,0.3333,0.0455
"SP_DID_234_seg_275.81_278.61.wav","gostei bastante foi a última que eu assisti mas não lembro o nome dela viu?","gostei bastante fui a última gostei mas não lembro o nome dela","mostei bastante fui ao rotina que eu assisti nas boém e o nome dela viu","gostei bastante foi a última que eu assisti mas não lembro o nome dela viu",0.3333,0.2400,0.5333,0.2133,0.0667,0.0133
"SP_DID_234_seg_1976.31_1977.89.wav","chegou uma época que o cinema estava assim","chegou uma época que o cinema estava assim","chegou uma época que o cimela estava assim","chegou uma época que o cinema estava assim",0.0000,0.0000,0.1250,0.0476,0.0000,0.0000
"SP_DID_234_seg_50.14_51.13.wav","quando o filme não é bom né?","quando o que o menino é bom né","quando o filme não é bom né","quando o filme não é bom né",0.5714,0.3571,0.1429,0.0357,0.1429,0.0357
"SP_DID_234_seg_65.48_72.68.wav","agora o que me chama muito atenção ah é roupas ah cenários","agora o que me chama muito a atenção ah roupas ah cenários","agora o que me chama muito a atenção","agora o que me chama muito a atenção a errubas a cenários",0.1667,0.0690,0.5000,0.4310,0.4167,0.1379
"SP_DID_234_seg_310.10_312.29.wav","sei lá ando muito cansada não tenho ido mais a teatro","se lá eu ando muito cansado eu não tenho ido mais a teatro","sim lá ando muito cansada não tem ido mais a teatro","se lá ando muito cansada não tem ruído mais a teatro",0.3636,0.1509,0.1818,0.0943,0.2727,0.1132
"SP_DID_234_seg_919.47_922.83.wav","e lá nos camarins é a coisa mais bagunçada que tem","e lá nos camarins é a coisa mais bagunçada que tem","eu ah você que é acusa","e lá nós vimos",0.0000,0.0000,0.9091,0.7800,0.8182,0.7800
"SP_DID_234_seg_299.04_302.95.wav","prefiro ficar se a a aqui assistindo televisão ou dormindo ou lendo o jornal","prefiro ficar assim eh aqui assim televisão ou dormindo o jornal","prefiro ficar a ser a a que resistência","prefiro ficar se aqui assistindo televisão ou dormindo ou vendo o jornal",0.4286,0.2763,0.7857,0.6316,0.2143,0.0658
"SP_DID_234_seg_95.48_96.11.wav","não guardo","não guardo","todo lado","não boável",0.0000,0.0000,1.0000,0.6000,0.5000,0.6000
"SP_DID_234_seg_1248.71_1260.06.wav","outro filme que me chocou bastante também dada as cenas brutas de de de m de mata e mata que matou um mundo de gente foi bonnie and clide eu acho que foi","outro filme que me chocou bastante também dada cenas brutas de de de de mata e mata que matou o mundo de gente foi bonino e cláide eu acho que foi","o outro filme que mexe ficou bastante também dava as cenas brusas de de de de na tarde na pôr o do que a gente diz esse o meu anjo","contro filme que deixou bastante",0.1818,0.0915,0.6667,0.3922,0.9091,0.8301
"SP_DID_234_seg_203.44_203.86.wav","você assistiu","té o","se assistiu","você assistiu",1.0000,0.9231,0.5000,0.3077,0.0000,0.0000
"SP_DID_234_seg_1296.22_1297.96.wav","não conseguimos entrar fomos assistir esse filme","não conseguimos entrar como você disse esse filme","não consegui no central fomos assistir esse filme","não conseguimos entrar fomos assistir esse filme",0.4286,0.2292,0.4286,0.1042,0.0000,0.0000
"SP_DID_234_seg_584.25_602.06.wav","é incrível o que aparece lá os cortes que eles dão nas cenas e música que para artista que começa fora de de de de de de horário que eles batem tudo então e o que aparece para nós na televisão é tudo muito organizado não e o teatro não né o teatro tem que","é incrível que aparecem lá os cortes que eles dão nas cenas e música que para artista que começa fora de de de de horário que eles batem e tudo então e o que aparece para nós na televisão é tudo muito organizado e o teatro não né o teatro tem que","é incrível ou que aparece mal corte o argismo","é incrível o que aparecem aos cortes que nem não mas se eu preciso de se espalho assim de um dos meninos tem que se despeira da espécie de um menino de um as pessoas",0.1091,0.0588,0.9091,0.8392,0.8364,0.5843
"SP_DID_234_seg_1354.02_1372.02.wav","eu acho que o p o o o o público o bom o a a o público de hoje que eu digo a a a turma a a mocidade a turma de de brotos eles preferem eu acho que filme de de sei lá de corrida eles adoram filmes de de de muita emoção de muita","eu acho que o o o o público bom o a o público de hoje que eu digo a a a a a a mocidade a turma de de brotos eles preferem eu acho que filme de de sei lá de corrida eles adoram filmes de de de muita emoção de muita","eu acho que eu co cobrir com o alcovícola o que eu hoje de o de do arra tal lá na","eu acho que o roubo brigou bom de água assim e olha a gente que para o povo de lá em cima do que eu dizia tem a eles esses esses e assim os",0.0893,0.0533,0.8393,0.7289,0.8214,0.6444
"SP_DID_234_seg_1120.20_1121.00.wav","ah nem sei","ai nem sei","mas sim","ah nem sei",0.3333,0.1000,1.0000,0.8000,0.0000,0.0000
"SP_DID_234_seg_1282.35_1283.90.wav","dolo doloroso"," doloroso","tem um doloroso","que um doloroso",0.5000,0.3846,1.0000,0.4615,1.0000,0.4615
"SP_DID_234_seg_1842.65_1846.48.wav","agora se você pergunta o que eu acho quando eu entro ao cinema eu entro","agora você pergunta o que eu acho quando eu entro ao cinema eu entro","agora você se pergunta o que eu acho quando eu entro aos meia-vendo","agora você você pergunta o que eu acho que você não vinha de aula",0.0667,0.0423,0.4000,0.2394,0.5333,0.3662
"SP_DID_234_seg_58.52_60.35.wav","peças olha nem sei viu","peças olha nem sei viu","nessas olha nem sei viu","essa sonha nem se viu",0.0000,0.0000,0.2000,0.1364,0.6000,0.3182
"SP_DID_234_seg_656.44_657.30.wav","deve ser um diretor","deve ser um diretor","deve ser um diretor","deve ser um diretor",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1623.15_1627.29.wav","quer dizer o teatro eu acho que está caminhando está melhorando","quer dizer o teatro eu acho que está caminhando está melhorando","quer dizer vou ter ator eu ah não sei se está também","quer dizer o teatro eu acho que está caminhando está por bíblia",0.0000,0.0000,0.7273,0.5397,0.1818,0.1587
"SP_DID_234_seg_7.36_9.50.wav","eu quase não vou ao cinema teatro","eu quase não vou ao cinema teatro","eu quase não vou ao cinema de aqui","e eu quase não vou ao cinema teatro",0.0000,0.0000,0.2857,0.1515,0.1429,0.0606
"SP_DID_234_seg_608.89_612.44.wav","não sei eu não não não não entendo muito de teatro não tenho ido muito","não sei eu não não não entendo muito de teatro não tenho ido muito","não assim eu não nunca me viar","não sei eu não não esse",0.0667,0.0571,0.8000,0.7143,0.6667,0.7000
"SP_DID_234_seg_1862.95_1868.29.wav","você vê as poltronas bem acomodado sentase assiste-se um filme bem acomodado","você vê as poltronas bem acomodadas sentam-se um filme bem acomodado","você vê as poltronas bem acomodadas sentar se assistir se não se entende como contava","você vê as poltronas bem acomodadas em tase as vesti-se um vinho bem acomodado",0.2500,0.1579,0.8333,0.3553,0.5000,0.1711
"SP_DID_234_seg_2161.08_2168.35.wav","a não ser no domingo o fantástico que eu acho que é um programa bom muito muita coisa boa aparece no fantástico","a não ser no domingo fantástico eu acho que um programa bom muito muita coisa boa aparece no fantástico","a não ser no domingo o fantástico que eu acho que tem um problema","agrecia no domingo fantástico de papaga a gente viu e eu vou lá para o con convivismo",0.1364,0.0721,0.4545,0.4775,0.8636,0.5946
"SP_DID_234_seg_1070.85_1077.19.wav","ele eu então estava comentando com um dos donos da da firma que ofereceu almoço para nós que o filme é era excelente","ele eu então estava comentando com um dos donos da da firma que ofereceu almoço para nós que o filme era excelente","e eu então estava comentando com os anos da firma que vive são os mais","e eu então estava comentando com um dos donos dessa firma",0.0435,0.0172,0.6522,0.4741,0.6087,0.5345
"SP_DID_234_seg_1372.93_1382.68.wav","agora eh nós assim na na nossa minha faixa de idade eu tenho impressão que o pessoal ainda é pelos filmes mais que antigamente existiam mais os filmes bons","agora nós assim na na nossa na minha faixa de idade eu tenho a impressão que o pessoal ainda é pelos filmes mais que antigamente existiam mais os filmes bons","agora é nós assim na nossa menina e fala se é pedindo é isso os homens né","agora é nós assim nas asso rindo já dá de arro dia de dia",0.1034,0.0516,0.7586,0.6258,0.8621,0.7226
"SP_DID_234_seg_1270.11_1271.29.wav","eu fico numa tensão nervosa","fico numa tensão nervosa","eu fico numa tensão nervosa","eu fico numa tensão nervosa",0.2000,0.1111,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1444.97_1455.86.wav","ah que qual outro filme que que o público infantil achou e gostou aquele filme dos cachorrinhos como é o nome?","ah que qual é outro filme que que o público infantil achou e gostou aquele filme dos cachorrinhos com o meu nome","aqui com outro filme que eu cubre com isso né senhoras vão ser um novo","aqui com outro filme que eu publico o infância que eu já tinha os novos para ir em uma esposa",0.2381,0.0636,0.8571,0.6273,0.8571,0.5636
"SP_DID_234_seg_470.86_473.37.wav","e olha quando eu começo a dar risada vou te contar","e olha quando começa a dar risada eu te conto","e ora quando eu começo a dar risada vou me contar","e olha quando eu começo a dar risada vou te contar",0.3636,0.1600,0.1818,0.0600,0.0000,0.0000
"SP_DID_234_seg_202.05_202.76.wav","roda viva","já","roda viva"," roda viva",1.0000,1.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_2143.01_2144.34.wav","estou ficando quadrada de tanto sentar né","estou esqui no quadrado tanto cento","estou ficando com a brada de tanto cintar né","estou ficando quadrada de tantos em tá",0.7143,0.4146,0.5714,0.1951,0.4286,0.1951
"SP_DID_234_seg_1281.03_1282.00.wav","cansativo né","cansativo né","linda que né","é vaga né",0.0000,0.0000,1.0000,0.5833,1.0000,0.6667
"SP_DID_234_seg_1087.67_1101.49.wav","agora o que me chama a atenção eu acho que são mais as cenas as cenas que que aparecem não sei eu não posso falar muito de ci de de cinema porque não sou muito dada a cinema né?","agora o que me chama a atenção eu acho que são mais as cenas as cenas que aparecem não sei não posso falar muito de de cinema porque não sou muito nada cinema","agora o que me chama a atenção eu acho que tem umas umas cenas que sejam assim um lugar lá o riozinho","agora o que me chama a atenção eu acho que são mais as cenas as cenas que se chamam de assim assim assim",0.1795,0.1130,0.6923,0.5480,0.5385,0.4746
"SP_DID_234_seg_1574.34_1576.29.wav","eu acho que o público pre prefere cinema ainda","eu acho que o povo prefere cinema ainda","eu acho que eu cobrei e comprei preferisse ainda","eu acho que o público prefere-se bem ainda",0.2222,0.1957,0.5556,0.3913,0.3333,0.1957
"SP_DID_234_seg_1720.11_1723.62.wav","você vê o pessoal não está quase acostumado a ler jornais","você vê o pessoal não está quase acostumado a ler jornais","você vê o pessoal não está quase acostumado a melhor mais","você vê o pessoal não está quase acostumado a ler jornais",0.0000,0.0000,0.1818,0.1053,0.0000,0.0000
"SP_DID_234_seg_1602.89_1608.20.wav","hoje hoje em dia eu acho que os estudantes estão se interessando mais por teatro","hoje hoje em dia eu acho que os estudantes estão se interessando mais por teatro","hoje hoje em dia eu acho que os estudantes esses vinte e eles são","hoje hoje eu acho que eu sei se os andres desse eu sei isso eu sou um garoto",0.0000,0.0000,0.4000,0.3125,0.9333,0.5875
"SP_DID_234_seg_15.92_19.46.wav","não gosto muito de filme muito triste não é comigo não","não gosto muito de filme muito triste não é comigo não","não gosto muito de filme muito de cinema comigo","não gosto muito né filme muito triste e não é comigo",0.0000,0.0000,0.3636,0.2778,0.2727,0.1481
"SP_DID_234_seg_259.87_261.28.wav","que pareceu que ganhou prêmio","e parecia que ganhou o prêmio","que pareceu que ganhou o prêmio","que pareceu que ganhou o prêmio",0.6000,0.2069,0.2000,0.0690,0.2000,0.0690
"SP_DID_234_seg_1236.52_1237.95.wav","passa-se no cemitério","passa-se no cemitério","passasse o nosso cemitério","passasse no cemitério",0.0000,0.0000,1.0000,0.2857,0.3333,0.0476
"SP_DID_234_seg_1694.07_1697.57.wav","é o fantástico é o sílvio santos e todo mundo assiste","é fantástico eu silvo santos e todo mundo assiste","é o fantástico eu ciovio santo você todo mundo assiste","é o fantástico é o silvio santos é todo mundo a",0.3636,0.1321,0.4545,0.2075,0.2727,0.1509
"SP_DID_234_seg_1853.43_1854.96.wav","bom adquiro o bilhete para entrar","bom adquiri o bilhete para entrar","não eu ia fazer para sentar","bom vindo bem de alugar",0.1667,0.0303,0.8333,0.5758,0.8333,0.6061
"SP_DID_234_seg_20.58_21.49.wav","eu tenho ido a teatro","eu tenho ido a teatro","eu tenho ido a teatro","eu tenho ido a teatro",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_9.50_10.79.wav","ah às vezes eu vou","às vezes eu vou","às vezes eu vou","às vezes eu vou",0.2000,0.1667,0.2000,0.1667,0.2000,0.1667
"SP_DID_234_seg_764.54_775.45.wav","eu acho que eles têm mais eh mais preparo mais sei lá eles devem deve ser outro tipo de de de trabalho né?","eu acho que eles têm mais eh mais preparo mais sei lá eles devem de ser outro tipo de de trabalho né","eu acho que eles finam eles não","e eu acho que eles têm mais é mais preparo mais sei a eles bebem deles é sobre o dico assim",0.1304,0.0566,0.7826,0.7453,0.5652,0.3491
"SP_DID_234_seg_664.27_676.99.wav","além do diretor deve ter eh ai nem sei como é que eles eh na linguagem teatral não sei como eles chamam os que tomam parte os que colaboram","além do diretor deve ter ah ai nem sei como é que eles na linguagem teatral não sei como eles chamam os que tomam parte os que colaboram","ainda o diretor deve seria que nem espelha o que ele disse que ir lá um pouco assim um cinco gestões moça para poxa","além do diretor deveria ir e ele se vira esse agro de agrinho",0.0690,0.0288,0.8621,0.6043,0.8966,0.6619
"SP_DID_234_seg_13.85_15.27.wav","filme eu gosto mais de comédia","filme eu gosto mais de comédia","filme o gosto mais de comédia","filme eu gosto mais de comédia",0.0000,0.0000,0.1667,0.0667,0.0000,0.0000
"SP_DID_234_seg_1305.95_1307.64.wav","mas é é é danado viu?","mas é é é danado viu","mas aí é danado viu","mas é danado viu",0.1667,0.0476,0.5000,0.1905,0.5000,0.2381
"SP_DID_234_seg_367.81_368.33.wav","a última","a última","a última","a última",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1706.95_1719.16.wav","então através do que do do do da televisão eu acho que seria um um um bom um bom jeito de de de se fazer chegar ao público as peças teatrais que estão em cartaz","então através do do do da televisão eu acho que seria um um um bom um um um um um um jeito de de se fazer chegar ao público as peças teatrais que estão encartadas","então através do do do da televisão","então através do que do do do do da dele",0.2857,0.1750,0.8000,0.7813,0.8000,0.7563
"SP_DID_234_seg_271.22_271.51.wav","foi!","foi","fui","foi",1.0000,0.2500,1.0000,0.5000,1.0000,0.2500
"SP_DID_234_seg_400.62_401.00.wav","não!","não","foi","não",1.0000,0.2500,1.0000,0.7500,1.0000,0.2500
"SP_DID_234_seg_743.36_746.86.wav","então eles chamam teatro como é que eles chamam?","então eles chamam o teatro como é que eles chamam","então eles chamam o teatro como é que eles chamam","então eles chamam teatro como é que eles chamam",0.2222,0.0625,0.2222,0.0625,0.1111,0.0208
"SP_DID_234_seg_1737.10_1750.66.wav","eu tenho a impressão eu acho que que se fosse mais comentado através da televisão que que em todos os os lares é é assistido eu tenho a impressão que seria mais aceito o teatro","eu tenho a impressão eu acho que que se fosse mais comentado através da televisão que em todos os os lares eh eh assistido eu tenho a impressão que seria mais aceito o teatro","eu tenho a impressão eu acho que nem se fosse mais você ir de através da bezerro e escoço só se eu prefiro se se","eu tenho a impressão que eu falei que que forne se a gente se acha de é verdadeiro assim eu não sei se",0.0857,0.0455,0.6857,0.4943,0.7714,0.6136
"SP_DID_234_seg_1206.35_1207.34.wav","filmes doidos","filmes doidos","filgues boidos","filmes doidos",0.0000,0.0000,1.0000,0.2308,0.0000,0.0000
"SP_DID_234_seg_1552.86_1559.72.wav","o público assim em geral eu acho que vai a cinema mesmo o cinema eles acham caro né?","o público assim em geral eu acho que vai ao cinema mesmo cinema eles acham caro né","o público assim em geral eu acho","o público assim em geral eu acho que sim sim irmãs",0.1667,0.0476,0.6111,0.6190,0.5556,0.4643
"SP_DID_234_seg_2075.33_2081.30.wav","agora na televisão televisão tem vários programas bons","agora na televisão tem vários programas bons","agora na televisão televisão tem várias problemas bons","agora na televisão televisão tem vários problemas bons",0.1250,0.1852,0.2500,0.0741,0.1250,0.0556
"SP_DID_234_seg_2136.34_2143.01.wav","eu tenho um grande amigo meu que vem aqui diz assim você está ficando quadrada hein assistindo novela eu disse não estou acomodada que quadrada!","tem um grande amigo meu que vem aqui diz assim você está ficando quadrada hein assino novela eu disse não estou acomodada aqui quadrada","e eu tenho um grande amigo meu que vem aqui disse assim você está você está citando a palavra aí ela disse","eu tenho um grande amigo meu que vinha aqui de ser cento e eu que falei assim o que fala assim se chama da minha",0.2000,0.0903,0.5600,0.4861,0.6800,0.5000
"SP_DID_234_seg_2194.08_2196.71.wav","mas é meio cansativo o prô o programa político né","mas é meio cansativo o programa político né","mas é meio que sou um dom não indio não","mas é meio",0.2000,0.1224,0.7000,0.6122,0.7000,0.7959
"SP_DID_234_seg_1161.10_1175.99.wav","eu noto que antigamente tinham filmes mais assim com maior conteúdo mais eh os filmes eram mais ah o pessoal não sei hoje em dia não aparece tanto filme como antigamente","eu noto que antigamente tinham filmes mais assim com maior conteúdo mas os filmes eram mais ah o pessoal não sei hoje em dia não aparece tanto filme como antigamente","tem o moto que antes da mente tinham filhos mais assim como a e ela é um dos pausa os são pequenos","eu noto que evidentemente tinha um rio e um grande de dança",0.0645,0.0237,0.9677,0.6095,0.9032,0.7337
"SP_DID_234_seg_562.83_567.03.wav","agora a televisão a gente vê o mínimo né do qu do máximo que eles fazem","então agora a televisão a gente vê o mínimo né do que do máximo que eles fazem","agora a televisão a gente vê o menino né dom não assim ninguém está","agora a televisão a gente viu o menino anjo não assim o que eles fazem",0.1250,0.0986,0.5000,0.3380,0.4375,0.2254
"SP_DID_234_seg_1562.98_1564.26.wav","então o público prefere","então o público prefere","então o pôr crescer e","então o público ou prefere",0.0000,0.0000,0.7500,0.4348,0.2500,0.1304
"SP_DID_234_seg_1003.03_1012.50.wav","agora para ir ao cinema assistir filme de banguebangue como diz o meu amigo doutor wilson bangue-bangue e assistir filme de de de bandido mocinho eu acho horrível","agora para ir ao cinema assistir filme de bang-bang como diz o meu amigo doutor russo bang e bag e assistir filme de de bandido mocinho eu acho horrível","agora para ir a o siniena assistiu me bem bem e","agora para ir ao cinema assisti filme de que com um novo",0.2143,0.0988,0.8214,0.7407,0.7500,0.6667
"SP_DID_234_seg_1304.08_1305.63.wav","esse tipo de filme também eu gosto","esse tipo de filme também eu gosto","e se te pôr de filme também eu gosto","recite poder filme e também o bolso",0.0000,0.0000,0.5714,0.1471,0.8571,0.4412
"SP_DID_234_seg_809.57_814.00.wav","e tive oportunidade de trabalhar fazer uma cena com o ballet russo","e tive a oportunidade de trabalhar fazer uma cena com o o balé russo","e tive a oportunidade de trabalhar fazer uma cena ruim de russu","eu tive a oportunidade de trabalhar fazer",0.2500,0.1061,0.4167,0.1970,0.6667,0.4697
"SP_DID_234_seg_697.46_700.57.wav","eu acho que o colaboradores devem ser o os mesmos né que","eu acho que os colaboradores devem ser os mesmos né que","eu acho que o higna e eu não devo encer os mesmos","eu acho que opuguei e tem isso",0.1667,0.0536,0.6667,0.4821,0.7500,0.6071
"SP_DID_234_seg_1515.76_1523.33.wav","eu nem sei eu acho que os olha não posso te responder não sei","eu nem sei eu acho que os olha eu não posso te responder não sei","e eu bem sei eu acho que eu só olha não estou só te responder não sei","realmente sei eu acho que eu só eu bolsa perreja quando eu virei",0.0714,0.0492,0.4286,0.2131,0.7143,0.5738
"SP_DID_234_seg_1990.90_1991.46.wav","não sei","não sei","não sei","não sei",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_488.58_507.59.wav","eles preparam o o o a peça e devem dividir o os o o o as partes para os artistas deve ter um ensaio medonho aquilo deve ser cansativo horroroso depois quando vai ap a encenar eu acho que o pessoal já está uh sabendo mais do que de cor","eles preparam o o a peça eh devem dividir o os o as partes para os artistas deve ter um ensaio medonho aquilo deve ser cansativo horroroso depois quando vai a encenar eu acho que o pessoal já está sabendo mais do que de","eles trataram a peça e devem dividir os os os os caras das as as preciais e ele vira e o homem se fala","eles preparam ou a peça e devem dividir os senhores assim as",0.1400,0.0726,0.8200,0.6496,0.8200,0.7564
"SP_DID_234_seg_776.83_777.76.wav","tenho impressão não sei","tem impressão sim","tem impressão não sei","tenho a impressão ou não sei",0.7500,0.3913,0.2500,0.1304,0.5000,0.2174
"SP_DID_234_seg_11.35_12.67.wav","mais a teatro do que a cinema","mais a teatro do que cinema","mas a teatro a do que a cinema","mas a teatro do que a cinema",0.1429,0.0690,0.2857,0.1034,0.1429,0.0345
"SP_DID_234_seg_1298.79_1300.83.wav","quando eu saí de lá mas eu estava cansada","quando eu saí de lá mesmo eu estava cansada","quando eu saí de lá eu ah nasceu e estava cansada","quando eu saí de lá mas eu estava cansada",0.1111,0.0732,0.4444,0.2439,0.0000,0.0000
"SP_DID_234_seg_195.98_199.10.wav","até nós lá no rio na praia vermelha tem um restaurante com o nome","até nós lá no rio na praia vermelha tem um restaurante com o nome","até nós lá morreu na praia vermelha tem luz","até nós lá novinho se para ver a minha",0.0000,0.0000,0.5000,0.4308,0.7857,0.5846
"SP_DID_234_seg_1932.95_1934.83.wav","sei lá eu não não não tenho","sei lá eu não não tenho","eu disse lá eu não vi","você vai eu não",0.1429,0.1481,0.7143,0.6667,0.7143,0.7778
"SP_DID_234_seg_1115.90_1116.90.wav","o que mais me impressiona?","o que mais me impressiona","o que mais me impressiona","o que mais me impressiona",0.2000,0.0385,0.2000,0.0385,0.2000,0.0385
"SP_DID_234_seg_1243.24_1244.12.wav","mas eu fiquei chocada","mas eu fiquei chocado","mas eu fiquei","mas eu fiquei no",0.2500,0.0476,0.2500,0.3810,0.2500,0.2857
"SP_DID_234_seg_866.91_869.28.wav","eu digo os camarins a preparação toda para entrar","eu digo os camarins a preparação toda para entrar","eu digo os ferrindo na preparação toda para entrar","eu de gosto",0.0000,0.0000,0.2222,0.1429,0.8889,0.8367
"SP_DID_234_seg_791.94_793.72.wav","porque o grupo que trabalha em hair é enorme né","porque o grupo que trabalha em gera era enorme né","porque o grupo que trabalha ainda é enorme né","porque o grupo que trabalha aí é enorme né",0.2000,0.1489,0.2000,0.1277,0.2000,0.1277
"SP_DID_234_seg_147.56_149.21.wav","eu tenho assistido umas peças","eu tenho tido umas peças","eu tenho um erro com as peças","eu tenho não tenho",0.2000,0.1724,0.8000,0.3793,0.6000,0.5862
"SP_DID_234_seg_282.24_284.27.wav","as roupas maravilhosas os cenários","nas roupas maravilhosas cenários","as roupas maravilhosas são cenárias","as roupas maravilhosas são cenários",0.4000,0.1176,0.4000,0.1176,0.2000,0.0882
"SP_DID_234_seg_1203.43_1204.54.wav","hoje está tudo meio louco né","hoje está tudo meio louco né","hoje está tudo meio louco né","pode estar tudo meio louco né",0.0000,0.0000,0.0000,0.0000,0.3333,0.1429
"SP_DID_234_seg_303.68_304.20.wav","mas elas","mas elas","mas elas","mas elas",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1020.47_1032.51.wav","mas eu eu gosto de filme assim além de comédia eu gosto de filme filme assim de de amor filme que me prenda a atenção","mas eu eu gosto de filme assim além de comédia eu gosto de filme de de amor filme que me prenda a atenção","mas eu eu gosto de filme assim eu também de também eu gosto de ser vi e assim e eu tinha horrível","mas eu gosto de filme assim rindo assim de lia de sonho assim e ó e assim",0.0800,0.1026,0.6000,0.4444,0.6800,0.5556
"SP_DID_234_seg_313.40_314.40.wav","nesses últimos dias","nessos últimos dias","nesse últimos dias","neses últimos dias",0.3333,0.0526,0.3333,0.0526,0.3333,0.0526
